5,4,380,123,241,369,175,0,5,928,1870,1289,0.1
6,4,193,200,120,21,10,467,177,1161,18,619,0.1806
5,3,192,436,414,223,338,0,346,5,340,0,0.2645
6,4,306,417,388,392,372,195,282,782,10,846,0.2817
5,4,258,265,98,251,120,0,317,370,22,1680,0.2945
4,3,195,93,397,497,0,0,61,396,628,0,0.3088
3,4,73,8,352,0,0,0,95,353,384,990,0.3306
6,4,189,438,119,419,407,26,1636,495,753,251,0.3311
4,4,202,133,467,225,0,0,32,281,1086,1934,0.3513
6,4,505,258,220,45,18,99,335,767,339,649,0.3568
5,4,267,484,446,29,260,0,517,490,999,649,0.3762
6,4,480,208,423,281,27,307,1302,1757,363,160,0.3802
4,4,82,384,192,403,0,0,109,759,541,1842,0.3862
5,1,285,12,258,59,33,0,279,0,0,0,0.3882
6,1,134,66,362,53,144,68,99,0,0,0,0.4057
6,3,189,52,216,86,171,44,423,146,746,0,0.4088
6,4,48,342,335,151,192,286,1304,903,702,1174,0.4093
5,2,269,77,32,190,73,0,384,739,0,0,0.4212
6,4,65,446,104,231,348,204,120,658,1341,186,0.4258
6,2,509,57,64,235,242,16,53,592,0,0,0.429
5,3,363,8,59,256,86,0,163,1760,84,0,0.4301
6,4,115,23,468,195,323,177,1015,1770,1575,314,0.4371
5,3,415,456,74,399,36,0,606,922,1431,0,0.4384
6,4,286,70,14,88,384,33,1761,259,1630,1167,0.4425
6,4,353,15,434,354,474,343,795,115,615,1736,0.4478
5,1,180,39,113,204,80,0,757,0,0,0,0.4493
6,4,217,165,169,53,327,425,254,857,557,1262,0.4511
5,4,127,240,97,13,78,0,1454,1197,668,173,0.4524
3,4,459,170,297,0,0,0,829,120,946,1193,0.4553
5,4,164,25,212,494,13,0,1703,587,1127,1504,0.456
4,4,276,355,103,59,0,0,788,1922,265,1023,0.4563
4,1,488,52,211,117,0,0,85,0,0,0,0.4569
5,2,255,479,103,290,328,0,474,13,0,0,0.4583
6,4,207,64,23,128,230,418,451,1814,1179,1881,0.4613
5,3,48,415,55,112,477,0,297,1686,1516,0,0.4622
5,4,318,249,512,445,73,0,1192,190,568,292,0.4624
5,3,229,289,102,420,184,0,213,1896,649,0,0.4629
4,4,293,90,500,54,0,0,1850,694,1575,559,0.4673
6,4,383,501,178,209,317,231,1565,206,689,473,0.4677
5,1,152,250,48,194,16,0,355,0,0,0,0.4681
6,1,275,144,432,163,426,173,119,0,0,0,0.4689
6,4,277,192,30,213,191,432,682,1683,1416,1601,0.4695
4,4,136,218,354,126,0,0,1346,170,23,1910,0.4747
3,4,269,511,223,0,0,0,526,14,1019,1905,0.4769
4,3,72,508,86,60,0,0,650,389,572,0,0.477
6,3,458,240,130,373,297,144,620,240,283,0,0.4805
5,4,231,480,175,137,194,0,1845,452,51,1773,0.4849
5,3,169,472,113,482,440,0,957,1796,138,0,0.4857
6,4,312,345,109,234,483,387,1807,1952,41,1759,0.486
5,3,459,155,419,362,168,0,952,59,124,0,0.4867
5,3,314,242,217,329,151,0,1917,435,960,0,0.488
6,3,255,247,437,251,154,167,1458,1434,87,0,0.4882
3,2,502,66,8,0,0,0,585,1662,0,0,0.4886
5,4,138,229,15,26,502,0,1109,1294,1335,1721,0.4891
6,4,408,131,119,90,258,134,1062,844,882,1993,0.4895
3,2,55,251,23,0,0,0,248,1859,0,0,0.4895
3,4,73,222,82,0,0,0,249,138,1875,496,0.491
6,4,298,49,113,408,44,207,1575,671,1841,766,0.4912
6,2,245,312,18,315,373,503,183,459,0,0,0.4945
6,3,207,365,34,118,486,127,951,1432,443,0,0.4955
6,2,241,412,20,295,138,269,519,397,0,0,0.4961
5,4,427,90,357,330,36,0,1186,1910,764,1015,0.4973
6,4,482,342,188,309,335,254,504,1376,310,778,0.4986
6,4,378,250,138,59,422,81,721,1502,1398,1332,0.4986
3,4,95,364,239,0,0,0,475,304,152,1598,0.4989
5,3,241,506,278,117,288,0,232,324,454,0,0.4993
5,3,433,153,198,96,146,0,421,1397,703,0,0.5013
5,1,56,15,413,445,235,0,1068,0,0,0,0.5014
5,2,114,146,237,261,510,0,503,183,0,0,0.5017
4,4,58,149,400,292,0,0,870,1266,536,597,0.5019
5,3,98,198,102,365,260,0,67,516,1794,0,0.5024
